"ÿ??
ÿÿÿÿÿÿÿÿ?",ÿÿÿ??ÿÿ?,ÿÿÿÿÿÿÿÿÿ,ÿÿÿ??ÿ,"ÿ??
ÿÿ?ÿÿÿ?
ÿ??ÿÿ?ÿÿ",ÿÿÿÿÿÿ,ÿÿÿÿÿÿÿÿÿ?,ÿÿÿÿÿÿÿÿÿ?,ÿÿÿÿÿ,ÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿÿÿ,"ÿÿ?ÿÿÿÿ?ÿÿ?/
ÿÿÿÿÿ?",ÿÿÿ?ÿÿÿ/ÿ?ÿÿÿÿ,2 ÿ?ÿ?ÿÿÿ,3 ÿ?ÿ?ÿÿÿ,4-9 ÿ?ÿ?ÿÿÿ,10 ÿ?ÿ?ÿÿÿ/ÿÿÿ?ÿÿÿ,ÿÿ?ÿÿÿÿÿÿÿÿÿÿÿÿÿ?,ÿÿ?ÿÿÿÿÿ?/ÿ?ÿÿ? ÿÿÿÿÿÿÿÿÿ,ÿÿ?ÿÿÿÿÿ?/ÿ?ÿÿ?ÿÿÿÿÿÿÿÿÿÿÿÿÿÿ???,ÿÿ??ÿÿÿ?ÿ,ÿ?ÿ??ÿÿÿ?ÿÿ,ÿÿ?ÿÿÿÿÿ?ÿ,ÿÿÿÿÿ,ÿÿÿ?ÿ,ÿÿÿÿ??ÿÿ,ÿ??ÿ,ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿ??ÿ?,ÿ?ÿ?ÿ,ÿ?ÿ?ÿ,ÿ?ÿÿ?,ÿÿÿ?ÿ,ÿÿ??ÿ?,ÿ?ÿ?ÿ,latitude,longitude
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿ?ÿ?,ÿÿÿÿÿÿ,4,ÿÿ?ÿÿÿ??,81030304,,/,,,,,/,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,7.742647,99.091028
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿ?ÿ?,ÿÿÿÿÿÿ,7,ÿÿÿ??ÿÿ?,81030307,,/,,,,,,/,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,7.812378,99.030295
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿÿÿ?ÿ?ÿÿÿ,ÿÿÿÿÿÿ,2,ÿÿ?ÿÿ?,81030202,,/,,,,,/,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,7.676184,99.089943
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿÿÿ?ÿ?ÿÿÿ,ÿÿÿÿÿÿ,5,ÿÿ??ÿ,81030205,,/,,,,,/,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,7.664807,99.097067
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿÿÿ?ÿÿÿ?ÿ,ÿÿÿÿÿÿ,1,ÿÿÿÿÿÿÿ,81030101,,/,,,,,,/,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,7.519302,99.097517
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿÿÿ?ÿÿÿ?ÿ,ÿÿÿÿÿÿ,2,ÿÿÿÿÿÿÿ,81030102,,/,,,,,,/,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,7.530795,99.093735
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿÿÿ?ÿÿÿ?ÿ,ÿÿÿÿÿÿ,3,ÿÿÿÿÿÿ,81030103,,/,,,,,,/,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,7.560452,99.071282
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿ?ÿ?,ÿÿÿÿÿÿ,1,ÿ??,81030401,,/,,,,/,,,,/,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,7.811312,99.075239
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿ?ÿ?,ÿÿÿÿÿÿ,2,ÿÿ?ÿ?,81030402,,/,,,,,/,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,7.804766,99.121312
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿ?ÿ?,ÿÿÿÿÿÿ,3,?ÿ?,81030403,,/,,,,,/,,,/,,,,,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,7.793259,99.105876
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿ?ÿ?,ÿÿÿÿÿÿ,4,ÿ,81030404,,/,,,,,/,,,,/,,,,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,7.819604,99.075628
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿ?ÿ?,ÿÿÿÿÿÿ,5,ÿÿ?ÿ?,81030405,,/,,,,,/,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,7.838545,99.066706
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿ?ÿ?,ÿÿÿÿÿÿ,6,ÿÿ??,81030406,,/,,,,,/,,,,/,,,,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,7.827228,99.053878
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿ?ÿ?,ÿÿÿÿÿÿ,7,ÿ??,81030407,,/,,,,,/,,,/,,,,,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,7.816453,99.092571
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿÿ?ÿ?,ÿÿÿÿÿÿ,1,ÿÿÿ?ÿ?,81030501,,/,,/,,,/,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,7.648012,99.035610
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿÿ?ÿ?,ÿÿÿÿÿÿ,3,ÿÿÿ?ÿÿÿÿ,81030503,,/,,,,,/,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,7.634533,99.033500
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿÿ?ÿ?,ÿÿÿÿÿÿ,4,ÿÿÿÿÿÿÿÿ,81030504,,,,/,,,/,,,/,,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,7.643137,99.042522
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿ?ÿÿ,ÿÿÿ?ÿ?,ÿÿÿÿÿÿ,5,ÿÿÿ?ÿÿ?,81030505,,/,,/,,,/,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,7.639872,99.044342
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿ??,ÿÿÿÿÿÿ,1,ÿ?ÿ,81020201,,/,,/,,,,/,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,,,,,,8.338946,99.029801
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿ??,ÿÿÿÿÿÿ,2,??ÿÿÿ,81020202,,/,,/,,,,/,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,,,,,,8.333811,99.083202
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿ??,ÿÿÿÿÿÿ,3,ÿÿ?ÿÿÿ,81020203,,,,/,,,,/,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,8.338946,99.029801
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿ??,ÿÿÿÿÿÿ,5,ÿ?ÿÿÿ,81020205,,/,,/,,,,/,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,,,,,,8.330376,99.111204
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,1,ÿÿÿ?ÿÿ,81020101,,/,,,,,,,/,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,8.174587,99.026498
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,3,ÿ?ÿ,81020103,,/,,/,,,,/,,/,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,8.209130,99.038778
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,7,ÿ?ÿÿ,81020107,,,,/,,,,,/,,,/,,,,,,,ÿÿÿÿ?,,,,,,,,,,8.271028,99.027188
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,10,?ÿÿÿ,81020110,,,,/,,,,,/,,,/,,,,,,,ÿÿÿÿ?,,,,,,,,,,8.236255,99.019841
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿÿ,ÿÿÿÿÿÿ,1,ÿÿÿÿÿÿÿ,81020401,,,,/,,,,,/,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,ÿÿÿÿ?,,,,,8.279493,99.105181
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿÿ,ÿÿÿÿÿÿ,3,ÿ?ÿÿÿÿ?,81020403,,,/,,,,,,/,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,8.243941,99.141313
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿÿ,ÿÿÿÿÿÿ,6,ÿ?ÿ?,81020406,,,,/,,,,,/,,,/,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,,8.299678,99.103132
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿ?ÿ?,ÿÿÿÿÿÿ,1,ÿÿÿ?ÿ,81020301,,,,/,,,,,/,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,ÿÿÿÿ?,,,,,8.249726,99.208289
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿ?ÿ?,ÿÿÿÿÿÿ,2,ÿÿÿÿÿÿÿ,81020302,,,,/,,,,,/,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,ÿÿÿÿ?,,,,,8.268886,99.254846
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿ?ÿ?,ÿÿÿÿÿÿ,4,ÿÿÿÿ?ÿ?,81020304,,,,/,,,,/,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,,,8.249095,99.318017
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿ?ÿ?,ÿÿÿÿÿÿ,6,ÿ?ÿÿÿÿ,81020306,,/,,,,/,,,,/,,,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,,8.281902,99.308836
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿ?ÿ?,ÿÿÿÿÿÿ,7,?ÿÿ,81020307,,/,,,,,,,/,,/,,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,,,,,,,,,,8.299110,99.278800
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,ÿ?ÿ?,ÿÿÿÿÿÿ,8,ÿ?ÿ?ÿÿ?,81020308,,/,,,,,,,/,,/,,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,,,,,,,,,,8.297292,99.253069
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,?ÿÿÿÿ,ÿÿÿÿÿÿ,1,?ÿÿÿÿ,81020501,,,,/,,,/,,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,8.312654,99.010773
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,?ÿÿÿÿ,ÿÿÿÿÿÿ,2,ÿ?ÿÿ?,81020502,,,,/,,,,/,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,8.303557,98.998550
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,?ÿÿÿÿ,ÿÿÿÿÿÿ,3,ÿ?ÿ,81020503,,,,/,,,,/,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,,,8.324938,99.012029
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿ?ÿÿ,?ÿÿÿÿ,ÿÿÿÿÿÿ,4,ÿ??,81020504,,,,/,,,,/,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,,,8.355986,98.987648
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿ?ÿÿÿÿÿ?ÿÿ,ÿÿÿÿÿÿ,2,ÿ?ÿÿÿÿ,81040202,,/,/,,,,/,,,/,,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,7.953874,99.144119
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿ?ÿÿ,ÿÿÿÿÿÿ,7,ÿÿ?ÿ?,81040307,,/,,,,,,,/,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,,,,,,7.773951,99.217340
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿÿ?ÿÿ,ÿÿÿÿÿÿ,1,ÿÿÿÿÿ?,81040401,,/,,,,,,/,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,ÿÿÿÿ?,,,,,7.762513,99.239289
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿÿ?ÿÿ,ÿÿÿÿÿÿ,2,ÿÿÿ?ÿÿ,81040402,,/,,,,,,/,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,ÿÿÿÿ?,,,,,7.749416,99.260842
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿÿ?ÿÿ,ÿÿÿÿÿÿ,3,ÿÿÿ?ÿÿ??,81040403,,/,,,,,,/,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,7.737111,99.252297
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿÿ?ÿÿ,ÿÿÿÿÿÿ,7,ÿÿ?ÿ,81040407,,/,,,,,,/,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,7.736439,99.298100
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿ??ÿÿ,ÿÿÿÿÿÿ,2,ÿÿ??ÿÿ,81040602,,,,/,,,/,,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,8.055059,99.240819
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿ??ÿÿ,ÿÿÿÿÿÿ,5,ÿÿ?,81040605,,/,,/,,,/,,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,8.039666,99.213515
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿ??ÿÿ,ÿÿÿÿÿÿ,7,ÿÿ?ÿÿÿ,81040607,,/,,/,,,/,,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,8.014432,99.215480
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿ??ÿÿ,ÿÿÿÿÿÿ,10,ÿ?ÿÿ,81040610,,,,/,,,/,,,,/,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,8.023417,99.232174
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿÿÿ,ÿÿÿÿÿÿ,1,ÿÿÿÿ,81040701,,,/,,,,,,/,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,,7.999834,99.131897
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿÿÿ,ÿÿÿÿÿÿ,2,ÿÿÿÿÿ?ÿÿ,81040702,,,/,,,,,,/,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,,8.028979,99.123109
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿÿÿ,ÿÿÿÿÿÿ,4,ÿÿÿÿÿ,81040704,,,/,,,,,,/,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,,8.103055,99.140070
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿÿÿ,ÿÿÿÿÿÿ,5,ÿÿÿÿÿÿÿ,81040705,,,/,,,,,,/,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,,8.137843,99.156147
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿÿÿ,ÿÿÿÿÿÿ,6,ÿ?ÿ?ÿ,81040706,,,/,,,,,,/,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,,8.057032,99.140943
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿÿÿ,ÿÿÿÿÿÿ,8,ÿÿÿÿÿÿÿ,81040708,,,/,,,,,,/,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,,8.080739,99.135128
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿ?ÿÿÿÿ,ÿÿÿÿ,ÿÿÿÿÿÿ,9,ÿ??ÿÿ,81040709,,,/,,,,,,/,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,,,8.102527,99.132122
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿ?ÿÿÿÿ,ÿÿ?,ÿÿÿÿÿÿ,1,ÿÿ??,81060201,,/,,,,,/,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,,,,,,8.502945,98.781468
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿ?ÿÿÿÿ,ÿÿ?,ÿÿÿÿÿÿ,2,ÿÿÿÿ,81060202,,/,,,,,,/,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,ÿÿÿÿ?,,,,,,,8.530912,98.795563
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿ?ÿÿÿÿ,ÿÿ?,ÿÿÿÿÿÿ,3,ÿÿÿÿÿÿ?,81060203,,/,,,,,/,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,8.550879,98.819044
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿ?ÿÿÿÿ,ÿÿ?,ÿÿÿÿÿÿ,4,ÿÿÿÿ?,81060204,,/,,,,,/,,,/,,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,8.628730,98.808715
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿ?ÿÿÿÿ,ÿÿ?,ÿÿÿÿÿÿ,5,ÿ?ÿÿÿÿÿ,81060205,,/,,,,,/,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,8.497809,98.801245
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿ?ÿÿÿÿ,ÿÿ?,ÿÿÿÿÿÿ,6,ÿÿ?ÿ?ÿÿ,81060206,,/,,,,,/,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,8.583899,98.827254
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿ?ÿÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,1,ÿ?ÿÿÿÿÿÿ,81060301,,,,/,,,/,,,,/,,,,,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,,,,8.591070,98.743296
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿ?ÿÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,3,ÿ?ÿ?ÿÿÿ,81060303,,,,/,,,,/,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,,,,8.577116,98.723449
ÿÿÿÿÿÿÿÿ?ÿ?ÿÿ?,ÿÿ?ÿÿ,ÿÿÿ?ÿÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,6,ÿÿ,81060306,,,,/,,,/,,,,/,,,,,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,,,ÿÿÿÿ?,,ÿÿÿÿ?,,8.623430,98.760504
